"","lhs","rhs","support","confidence","lift"
"1","{Q4.Individuals.Can.Improve.Environment=low}","{fashion_innovativeness=low}",0.106652006597031,0.919431279620853,1.05185251423291
"2","{Q7.Eco.Cert.Help.Buyers=low}","{fashion_innovativeness=low}",0.106102253985706,0.906103286384977,1.03660495467564
"3","{Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends=low,Q31a.Fit=low}","{fashion_innovativeness=low}",0.100054975261132,0.962962962962963,1.10165385511297
"4","{Q31a.Fit=low,Q33.Little.Shopping.New.Fashion.Than.My.Friends=low}","{fashion_innovativeness=low}",0.105552501374382,0.984615384615385,1.12642477019836
"5","{Q31a.Fit=low}","{fashion_innovativeness=low}",0.109400769653656,0.929906542056075,1.06383647798742
"6","{Q5.Corporation.Can.Improve.Environment=low,Q34.Last.Of.My.Circle.Purchase.New.Fashion=low}","{fashion_innovativeness=low}",0.101154480483782,0.978723404255319,1.11968419644052
"7","{Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends=low,Q5.Corporation.Can.Improve.Environment=low}","{fashion_innovativeness=low}",0.101704233095107,0.963541666666667,1.1023159067086
"8","{Q5.Corporation.Can.Improve.Environment=low,Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand=low}","{fashion_innovativeness=low}",0.100054975261132,0.94300518134715,1.07882165086193
"9","{Q5.Corporation.Can.Improve.Environment=low,Q35.Faster.Knowing.More.About.New.Fashion.Than.Others=low}","{fashion_innovativeness=low}",0.101154480483782,0.953367875647668,1.09067683383843
"10","{Q33.Little.Shopping.New.Fashion.Than.My.Friends=low,Q5.Corporation.Can.Improve.Environment=low}","{fashion_innovativeness=low}",0.108851017042331,0.975369458128079,1.11584719769495
"11","{Q5.Corporation.Can.Improve.Environment=low}","{fashion_innovativeness=low}",0.115997800989555,0.933628318584071,1.06809428396505
"12","{}","{fashion_innovativeness=high}",0.125893347993403,0.125893347993403,1
"13","{Q41.Sex=Female}","{fashion_innovativeness=high}",0.101154480483782,0.152697095435685,1.21290836942144
"14","{Q31c.Fibre.Material=high}","{fashion_innovativeness=high}",0.103353490929082,0.128503075871497,1.02072967253386
"15","{Q31c.Fibre.Material=high,Q31d.Quality.Workmanship=high}","{fashion_innovativeness=high}",0.100054975261132,0.128895184135977,1.02384427922857
"16","{Q31c.Fibre.Material=high,Q1.Eco.Info.Important=high}","{fashion_innovativeness=high}",0.100604727872457,0.131749460043197,1.04651645335622
"17","{Q31c.Fibre.Material=high,Q31b.Comfort=high}","{fashion_innovativeness=high}",0.101704233095107,0.128472222222222,1.02048459485687
"18","{Q3.Understand.Eco.Certificate=high}","{fashion_innovativeness=high}",0.104452996151732,0.129251700680272,1.02667617265247
"19","{Q3.Understand.Eco.Certificate=high,Q5.Corporation.Can.Improve.Environment=high}","{fashion_innovativeness=high}",0.100054975261132,0.136329588014981,1.08289746986572
"20","{Q31b.Comfort=high,Q3.Understand.Eco.Certificate=high}","{fashion_innovativeness=high}",0.101704233095107,0.133381398702235,1.05947931982256
"21","{Q1.Eco.Info.Important=high,Q3.Understand.Eco.Certificate=high}","{fashion_innovativeness=high}",0.102803738317757,0.132155477031802,1.04974154026571
"22","{Q15.Purchase.Less.Harmful.Clothing=high}","{fashion_innovativeness=high}",0.104452996151732,0.131306150656531,1.04299514429795
"23","{Q31b.Comfort=high,Q15.Purchase.Less.Harmful.Clothing=high}","{fashion_innovativeness=high}",0.101704233095107,0.133189344852412,1.05795379164427
"24","{Q1.Eco.Info.Important=high,Q15.Purchase.Less.Harmful.Clothing=high}","{fashion_innovativeness=high}",0.102253985706432,0.133333333333333,1.05909752547307
"25","{Q31m.Certified.Ethical.Label=high}","{fashion_innovativeness=high}",0.104452996151732,0.131578947368421,1.04516203171685
"26","{Q31b.Comfort=high,Q31m.Certified.Ethical.Label=high}","{fashion_innovativeness=high}",0.100604727872457,0.131182795698925,1.04201530732028
"27","{Q1.Eco.Info.Important=high,Q31m.Certified.Ethical.Label=high}","{fashion_innovativeness=high}",0.101704233095107,0.133960897900072,1.06408241607088
"28","{Q31f.Colour=high}","{fashion_innovativeness=high}",0.104452996151732,0.140117994100295,1.11298965619405
"29","{Q1.Eco.Info.Important=high,Q31f.Colour=high}","{fashion_innovativeness=high}",0.101154480483782,0.142525174283501,1.13211044550956
"30","{Q31b.Comfort=high,Q31f.Colour=high}","{fashion_innovativeness=high}",0.101704233095107,0.141113653699466,1.12089841082676
"31","{Q31f.Colour=high,Q31g.Style=high}","{fashion_innovativeness=high}",0.103903243540407,0.143507972665148,1.13991704051487
"32","{Q38d.Worker.Safety=high}","{fashion_innovativeness=high}",0.104452996151732,0.131124913733609,1.04155553747352
"33","{Q1.Eco.Info.Important=high,Q38d.Worker.Safety=high}","{fashion_innovativeness=high}",0.101704233095107,0.133477633477633,1.06024373491622
"34","{Q31b.Comfort=high,Q38d.Worker.Safety=high}","{fashion_innovativeness=high}",0.101704233095107,0.132237312365976,1.05039157726511
"35","{Q34.Last.Of.My.Circle.Purchase.New.Fashion=high}","{fashion_innovativeness=high}",0.106102253985706,0.53168044077135,4.22326079372526
"36","{Q5.Corporation.Can.Improve.Environment=high,Q34.Last.Of.My.Circle.Purchase.New.Fashion=high}","{fashion_innovativeness=high}",0.100054975261132,0.56,4.4482096069869
"37","{Q31g.Style=high,Q34.Last.Of.My.Circle.Purchase.New.Fashion=high}","{fashion_innovativeness=high}",0.100054975261132,0.556574923547401,4.42100343202062
"38","{Q34.Last.Of.My.Circle.Purchase.New.Fashion=high,Q31a.Fit=high}","{fashion_innovativeness=high}",0.100604727872457,0.546268656716418,4.33913836928893
"39","{Q31b.Comfort=high,Q34.Last.Of.My.Circle.Purchase.New.Fashion=high}","{fashion_innovativeness=high}",0.102253985706432,0.539130434782609,4.28243782039111
"40","{Q1.Eco.Info.Important=high,Q34.Last.Of.My.Circle.Purchase.New.Fashion=high}","{fashion_innovativeness=high}",0.103353490929082,0.543352601156069,4.31597546507812
"41","{Q16.Avoid.Buying.Harmful.Products=high}","{fashion_innovativeness=high}",0.109400769653656,0.13857938718663,1.10076814538201
"42","{Q16.Avoid.Buying.Harmful.Products=high,Q14.Protect.Environment=high}","{fashion_innovativeness=high}",0.100054975261132,0.13715146948003,1.08942586455972
"43","{Q16.Avoid.Buying.Harmful.Products=high,Q27.Country.Can.Positively.Influence.Environment=high}","{fashion_innovativeness=high}",0.101154480483782,0.143862392494136,1.14273227924381
"44","{Q16.Avoid.Buying.Harmful.Products=high,Q9.Buy.Eco.Product=high}","{fashion_innovativeness=high}",0.101704233095107,0.143299767621998,1.13826321966994
"45","{Q16.Avoid.Buying.Harmful.Products=high,Q4.Individuals.Can.Improve.Environment=high}","{fashion_innovativeness=high}",0.102253985706432,0.142201834862385,1.12954208565362
"46","{Q16.Avoid.Buying.Harmful.Products=high,Q7.Eco.Cert.Help.Buyers=high}","{fashion_innovativeness=high}",0.102803738317757,0.140813253012048,1.11851225864155
"47","{Q16.Avoid.Buying.Harmful.Products=high,Q6.Need.Eco.Certificate.Fashion=high}","{fashion_innovativeness=high}",0.102803738317757,0.142748091603053,1.13388112937098
"48","{Q31d.Quality.Workmanship=high,Q16.Avoid.Buying.Harmful.Products=high}","{fashion_innovativeness=high}",0.102803738317757,0.140495867768595,1.11599119419683
"49","{Q16.Avoid.Buying.Harmful.Products=high,Q28.Support.Eco.Protection.Socially.Responsible=high}","{fashion_innovativeness=high}",0.103353490929082,0.144393241167435,1.146948933116
"50","{Q31g.Style=high,Q16.Avoid.Buying.Harmful.Products=high}","{fashion_innovativeness=high}",0.103353490929082,0.151612903225806,1.2042963797718
"51","{Q16.Avoid.Buying.Harmful.Products=high,Q17.Support.Environmental.Protection=high}","{fashion_innovativeness=high}",0.103903243540407,0.13927781871776,1.1063159486795
"52","{Q5.Corporation.Can.Improve.Environment=high,Q16.Avoid.Buying.Harmful.Products=high}","{fashion_innovativeness=high}",0.103903243540407,0.144827586206897,1.15039903628972
"53","{Q31a.Fit=high,Q16.Avoid.Buying.Harmful.Products=high}","{fashion_innovativeness=high}",0.104452996151732,0.144267274107821,1.14594834760754
"54","{Q31b.Comfort=high,Q16.Avoid.Buying.Harmful.Products=high}","{fashion_innovativeness=high}",0.106652006597031,0.140579710144928,1.11665717359661
"55","{Q1.Eco.Info.Important=high,Q16.Avoid.Buying.Harmful.Products=high}","{fashion_innovativeness=high}",0.107201759208356,0.140895953757225,1.11916916980084
"56","{Q27.Country.Can.Positively.Influence.Environment=high}","{fashion_innovativeness=high}",0.109950522264981,0.134498991257566,1.06835661614634
"57","{Q14.Protect.Environment=high,Q27.Country.Can.Positively.Influence.Environment=high}","{fashion_innovativeness=high}",0.100054975261132,0.135719612229679,1.07805229102964
"58","{Q27.Country.Can.Positively.Influence.Environment=high,Q6.Need.Eco.Certificate.Fashion=high}","{fashion_innovativeness=high}",0.100604727872457,0.137387387387387,1.09129981509894
"59","{Q27.Country.Can.Positively.Influence.Environment=high,Q17.Support.Environmental.Protection=high}","{fashion_innovativeness=high}",0.101154480483782,0.13589364844904,1.07943470099914
"60","{Q27.Country.Can.Positively.Influence.Environment=high,Q9.Buy.Eco.Product=high}","{fashion_innovativeness=high}",0.101704233095107,0.141113653699466,1.12089841082676
"61","{Q27.Country.Can.Positively.Influence.Environment=high,Q7.Eco.Cert.Help.Buyers=high}","{fashion_innovativeness=high}",0.101704233095107,0.136330140014738,1.08290185452755
"62","{Q31d.Quality.Workmanship=high,Q27.Country.Can.Positively.Influence.Environment=high}","{fashion_innovativeness=high}",0.101704233095107,0.134643377001456,1.06950350552685
